song_id,song_length,genre_ids,artist_name,composer,lyricist,language
+Ya5oTHpJlrG8vstp3NT6sZNift5fT52lTCuyeAJKaY=,265264,465,Demi Lovato,Liwi Franc| Mitch Allan| Jason Evigan,,52
S2MlIP3EdLE/eF+eIMyoGP5ECTgPZJbHvXP/jCQgIvw=,255582,465,吳忠明 (Quack Wu),,,3
MQYnm3ZNV2auJ6sCF3slNph/KI/RfYrKw/b7Kirp/T0=,291709,921,Various Artists,Dorian Burton / Herman Kelley,Dorian Burton / Herman Kelley,52
gySb1r73NfTAPvevykqqVMRGdwFgJ3Ll8H7v2o/n3Gk=,306259,465,姜育恆 (Keung Hang),Liang Hong Zhi,Liang Hong Zhi,3
vpCai2rhN0BBuC7sn5N9V+6VV/fGxaPgOkxjFXWu1CY=,229668,465,五月天 (Mayday),阿信,阿信,3
dCRpRflxa65coaQmUIvXh+WiH5AUi3q+2pJCmna35j4=,193468,465,Girls' Generation (少女時代),Martin Hansen| Sam McCarthy| Sarah Lundback,,31
D5RBZTyc3bPMCiIGpxc7REMcKfVcJkTZXoThs1kIGtE=,198974,2022,董事長樂團 (The Chairman),吳永吉,吳永吉,10
i2N0N9JF20HYvaxevdaHrutWckFz5ZATjmt3pzkPkDA=,211905,465|2122,証聲音樂圖書館 ECHO MUSIC,Gerardo Iacoucci / Paola Massero,,52
9vW1dE8/O5Y+I+iqV7Y3VJmYBoF9WPbS4TlvQmkELz4=,256208,465,陳雷,郭之儀,郭之儀,10
WepURfwD/l5XkPUin2JcSYhY643LhzoZ3YxZlJJHwBU=,173112,958,勁樂音樂Big Bang& Fuzz,Nik Ammar /Mike Reed,Nik Ammar /Mike Reed,-1
c03+m4h/pY30TQc8aW668l5sTWjX7vrv0cp34QcOIWQ=,284955,451,張學友 (Jacky Cheung),Long Xuan Lin,,24
6PUnHfLaC1dOJkCt+tuChtO5+6T42WuAwTxvV2gZO+8=,204916,465,The Piano Guys,Sergei Rachmaninoff| Jon Schmidt,,-1
259YpO+wxS9Xbv+78MYpiUdCVNEldwRIACWtH+bOTXg=,278465,465,音樂鐵人,,,3
TXQKs94lE2OYxTvU9BMgBR4mcHFYvD5KJ5f3fGEf62I=,249103,465,符致逸 (Adrian Fu),Adrian Fu,李玟萱、Adrian Fu,3
r27tgJ6gZCtA5urRHBU6/w7K9fn7crzMXn7mKG9Is6U=,199970,465,Miryo,,,31
r5g0P4e2j3NKKUMkgX0M5VVeyEzAvZcvlcrWRa+68rs=,192000,1259,Fort Minor,,,52
eqSRXO61xvENegdr8sriU3N4Ab/7g+FFOqYnxrcvDsU=,302370,465,蕭亞軒 (Elva Hsiao),,,3
KQHkW0Hzg2Jb0xU4eSZnYG2vhARqiZbSLzrIGXInFgk=,270327,,S.M. THE BALLAD,Japanese Lyrics by いしわたり淳治(0%) TE-SUNG KIM / YEON-JUNG JANG / HYUN-JOON CHOI,Japanese Lyrics by いしわたり淳治(0%) TE-SUNG KIM / YEON-JUNG JANG / HYUN-JOON CHOI,17
/CMR9Kw++2Yfjb1iKLH9CS6T93V5e4vb78tDJlmSz2Y=,305528,465,汪蘇瀧 (Silence Wang),汪蘇瀧,汪蘇瀧,3
WrCG8pedFC0OFhvYfO1b0KNeYscwN5mMg/vSi0CL34E=,268878,465,孫燕姿 (Yanzi Sun),,,3
KOmNODfJADlTjNgrI+ubygDbk7vQY8H8q/2oP44PI+g=,288995,465,張惠妹+孫燕姿 (a MEI+Stefanie Sun),林俊傑,易家揚,3
UQyRAqP5c3f3gMrvtlE8sjsgxonQwKJewgSahAbFdpo=,247013,458,刀郎,雷振邦,雷振邦,3
YmLP0tRXZsdlgW9my+EA3k5qWavSN8DBtt9mOEmQ9M0=,60511,864|857|850|843,軒轅劍 電玩原聲帶,,,-1
u/Tvv1n/I1TEfK1zv17sfsw9CAV8LcFedVbSxAIdvPM=,130752,786,和風輕音樂,,,-1
wzKrEtCj8wulZF8rZo1dKr5uHv6E7xqYndUQnCErYSI=,290992,465,Juliette Gréco,Gérard Jouannest| Jacques Brel,,52
RjAYKc2H1Vu9oqKce80inLpTmoeisfHLs4JZ9yrU8xw=,227160,921,Various Artists,Pharrell Williams| Alicia Augello-Cook,Pharrell Williams| Alicia Augello-Cook,52
+3VBxMwSEK8RRCBdDpVPEHlezOYVBS7UXZdQcy1SK2k=,263732,465,張雨生 (Tom Chang),Xiong Tian-Yi,Xiong Tian-Yi,3
iNw/SvrgAWjDtUouaIUAtGkOb8TUXaiUxHwJvIWedmI=,278639,1259,Soulja Boy Tellem,D. Way| C. Brown,,52
W0L9sbZnc26IE7FVP9ZFXYBghR8NxiqnO9QFQ1i1kAU=,293081,465,AKB48,,,17
WYbnfSNsuSD+xwGPLepfKXNGAx7BI4m1BjRckirNq0c=,275435,921,霹靂布袋戲劇集原聲帶,風采輪,廖明治,10
mGY3unFi48IZhO1qcFcIPbixbrh5Tvwl6Gsg23n3keE=,263500,465,Right Now,,,52
5YPgkX9w89POdYOSu4EzkAc5FKRYrq95xIJ15OPniMI=,248499,958,Johann Sebastian Bach,Johann Sebastian Bach,,-1
4+ZFAo7ANNaEhSh1GJG2xu3RS4CR0mdgRmEXQ5LBusc=,207605,465,古巨基 (Leo Ku),陳富榮,李安修,3
aSJQ9/bhXjQCIRizm0qLx2efNrozO0rxkERRfWDBK64=,258925,465,徐良,徐良,徐良,3
xxvkkaJKO1Nh7WvvfzaLZbsgI2bjrgIRysFl9g73KQw=,723115,545,吳兆南+魏龍豪,,,-1
bSOj+A9bS4RigH9hDO5Xs3EtfzJpcjllhZWG3PsxIms=,211879,465,Daniel Powter,,,52
7X3ZTJ40KP89cfNzs+A3le6Ybwof3C17z9twy5TtTJQ=,175171,465,龍飄飄,佚名,,59
6DgN/noqlIRLh5xpWBSaBqKt+MfnaRtTHmwIseG/E8k=,225280,444,VICTON,,,31
KLMCEwc3wCTXFvldv0yPP3HLUum6OR6k+2l2qSLP84A=,264359,465,蔡依林 (Jolin Tsai),周杰倫,方文山,3
xfnM34wR2MhLaiQXAPEdLthT2kZtJj+ipahwyAYVuCU=,285884,458,雀斑 (Freckles),偉安(蘇偉安),偉安(蘇偉安),3
X0COxdqLUh00WQHxCv8sCpu+UJDSh9eJw4GiuNArFac=,279939,786,水晶鋼琴,,,-1
x+nMcURsasRc6Lq0rPeKtZhKI22x1nfDfxBDOx4Q4O8=,208561,465,MONKEY MAJIK,Maynard/Blaise,Maynard/Blaise/TAX,17
r/tn4BVJVoSTCYnVfUUcKGkkwLxhjwI8UyvXlzd5CZE=,233326,921,陳明章,陳明章,走路調,3
WMzc68ZT+H245ayaKk/LejnGFX2qnoSHr4sPHU3IfwM=,391836,465,滾石國語1歌,,,3
bjKrLsnklihxA85/d7wsd6FHs4yNf+pz5EuLunznMks=,184946,465,阿牛 (Aniu),,,3
z51hkgbAcmYw/aMN7frStZnQxAXtMW1JsdOUM+OHHpQ=,231549,465,張棟樑 (Nicholas Teo),,,3
oe04UpBP/KpfccWFd0WmiQqW9tTdyIW94Oil0QzGUls=,193515,786,許啟隆,,,-1
x72D8EqFq5HEO0rsxWewek3geQEq0JN6yetW1W/+des=,129195,893,Elvis Presley,Roy Brown,,52
V0kkCO1jVjxusB0L4G/v0VUbHPlcVHacpYIPDO6M9qc=,282853,465,豪記大對唱,,,10
wJJChqAlWXisqlmWqDZ7vPwrL2i99jMr3fh/6gAxYLw=,207725,465,SUPER JUNIOR-M,,,17
5UZoFV3jUnpneM+9iyHMd3FoxKIZe31m5dlavA2y20U=,156966,465|409,Carla Bruni,Carla Bruni,,52
x7xLw8ZG+FHPyBJS1Vj0owUCNJTRTPKUTgenAaeFeAY=,357459,465,Kana Uemura (植村花菜),,,17
0wKMOfmZZbXERpnkywdaw4mM/BsYmeIf+YouEPbwgKg=,191703,444,Parc Jae Jung,The Platonix,,31
sVZYwK3FuutL5Vzq6w9j23nMDVtdwhKrHt713QojUtM=,243356,465,溫嵐 (Landy Wen),丁世光,黃婷,3
Bwu+ze35z8cbV/+DznQnGhMxlEFS0tpPjryAQRqfYyY=,374166,873,tobyMac,TobyMac| Christopher Stevens| Michael Ripoll,,52
iLEeNu4mNisdGKFBiKany0JI+UYvVpp3zJGC2i+oxzQ=,145658,958,証聲音樂圖書館 ECHO MUSIC,Edith Kielgast,,-1
tg52Xlqe4Tc328NGKW/0uidpNY3nKjUmtJGDnSRfnYc=,281286,465,戴佩妮 (Penny Tai),戴佩妮,戴佩妮,3
XoynBnYxrfjWQmirwUen4DhtqgItl/F18ERLafKk6y0=,221831,465,卓文萱 (Genie Zhuo),范瑋琪,王雅君,3
hp0mRZ7KwTrrPkeIQ9n+bUrj/P8e4m/BSWMEZbQUqvU=,246874,2022,Tokyo Incidents (東京事変),Sheena Ringo,,17
2HaXF+z0LOw3jZGmdzxQRW1LQISPDbwb7DsV0yGNSSY=,247896,958,Claude Debussy,,,-1
OGoo4CfQWTCWBiz0Zg3yQltQWUauSMkK+DrBSG2tmJw=,187152,465,Timber Timbre,,,52
NS0wDJHAA15HM8+DGbWrkpHu7sJX+mueLVvNCR79x2w=,179904,,R3HAB & VINAI,Moby,,-1
Q4jrFVxRd7s+wx56rMGqTHbhYmDKK2TjsA1UKF5PUsY=,59559,958,浪漫古典名曲101,Frédéric Chopin,,-1
1pqHL8oxeCoe0BWieDNJE2QBkIDq8G5lF2uyLbOkVyE=,601025,940,Z the Handpan Man,Chris Zollinger,,-1
/dztGqFCicsOVd1fCPFvLRR9J+ji8f7eIjFls1wkZhk=,260458,465,庾澄慶 (Harlem Yu),Harlem Yu,Jing-Yi Wu,3
tkl3UXLUiET4U2HBNcoVRVTDUG3C/fsc0QVAeQe5Zsg=,352571,,Hardwell,,,52
gSryS0iPcSN9HHO455dJ/Lpj51SQ2BtX61QlMRmVeDI=,177214,465,賴慈泓,賴慈泓,賴慈泓,3
6bCA5FwpG+hJkowe0EVvO2SdsEjcfSIoQYLiBs4cJH0=,247431,465,Richard Clayderman,,,52
aHsYAtqUXLZDdHKSK/6CUJqJrMFocU1TYxakohdk9VQ=,197717,359,3OH!3,,,52
t+aKw9eBOq8GaLkxbXcNLrTh5feAhLY828mlie3olr4=,228855,880,Hillsong Young & Free,,,52
LLVKEiq4RPRxfLlPEiKG+ulBOPBdI5qI4jdgOh4WTBU=,265450,465,Marty,,,52
LMSn0FQEAJWKKUOly+1k10z0cP2Omq8UwrEF+vUFPsY=,273293,465,六哲,張海風/ 六哲,張海風,3
QhdvAhyXf9Fi8rG4New7ficce6BNq0AYnbAQaHRKapc=,316116,465,Paula Abdul,Peter Lord| Sandra St. Victor| V. Jeffrey Smith,,52
XEl8qqF2r+QzmXXCnJYnQs1hWEImk0gsPoFf4c5LsFU=,189892,1011,Kenny Rogers,Tom Paden| Tedd French,,52
72BQT4pzF9cAa3F1PcWUzMdWm7l8yjW76cp1d1lc+RE=,224026,458,孫藝程,孫藝程,孫藝程,3
9TjZ5CGFzzKUHHX8gITh3zioaVRLpcAebU8zA3RGDiQ=,175101,921|465,Camp Rock,Adam Anders| Nikki Hassman,,52
FWv+y4ptfJLo/N+8LFiL1Gp5J+WruKhXJxsWm5ZrN6E=,234057,1152,Rosa Passos,,,-1
ZxnBQ3dBBE3/jA30r8GGceBctrBV2QZi1iEUTeP/Yug=,630653,958,Clara Haskil,Ludwig van Beethoven,,-1
gq4VHQOWfSOpWFIMqm61qK+5tEM5AdkDavkpxHvh/u8=,209861,786|726,Tato Gomez & Felix Pando,,,-1
CNT/YzwlIfOmajsnBq0XQAkuh2B7UyiqBzd3NB2rARg=,216999,465,Shibuya Sunrise,Sasaki,,52
IOSsRmNfGkQo9mrC+urlI6WZRxZn3Y4fMpJV8t4oFeM=,238611,465,Sergey Lazarev,Aleksandr Penkin,Aleksandr Penkin,52
OWMNhq9GbZvAhyrTi+WWX+iMWcrrGhbwI+vdzQOZzhQ=,202014,465,Take That,Gary Barlow|Mark Owen|Howard Donald|Jason Orange|John Shanks,,52
th2d39w488DAKEPVhQLUGwWhQwISjciK4l9dLXXHxjQ=,329743,359,Red Hot Chili Peppers,Anthony Kiedis| Chad Smith| Flea| John Frusciante| Anthony Kiedis| Chad Smith| Flea| John Frusciante,Anthony Kiedis| Chad Smith| Flea| John Frusciante,-1
5Ms8r1YL8gIUBTjzBM2E5363T/rSQIa1X1pEP52fyao=,300852,465,AKB48,Inoue Yoshimasa,Akimoto Yasushi,17
T/3HXirf5o/A81kjtwjepEqy3K/JkdWw73QRmChTy4M=,496222,481,張大光,李書嫻,張大光,-1
OGhH4vNY31jwJD1UQn4m/uh+BzURWEud7AzuQhvmD3Q=,310439,1259,m-flo,,,17
4LBNhWSK2x9qn+dnqGIvt0ae0L6d+OF9mnLk+6n4KnM=,160078,465,Beautiful Songs Of The Golden Age,Ennio Morricone,,52
IXCsnRt3Yx5TXS4eDeCPOqE6dHDOu4UY3ABLrFf+gIo=,271318,2122,Kenny G,Johnny Burke| Erroll Garner,Johnny Burke| Erroll Garner,-1
n0/GBdONnT4vbOI2eLD7aibQ2nVOraOV3cG4T5g8Mhk=,388884,958,Various Artists,Wolfgang Amadeus Mozart,,-1
uRDxTxHAQc8uD0loXtslGPv+mkRiYbNyHV5UnfDBpbE=,269188,465,謝安琪 (Kay Tse),曹格,周博賢／鍾穎儀,3
gdA67JX2+2PhD175ZbHVUKe7VrwtPVHwJhV6iHNsC4Y=,291271,465,Secret Garden,Rolf Løvland,,52
RIyfMJaoNumW87kzII2xzI/RvS5gFiuIXnXOdd563LY=,255094,465,王菲 (Faye Wong),,,3
Jzkrc/tTUrfiCaTR1Q7k9CzFs6mHvhit9Oq0Tmpk3p8=,224049,947,洪億展,,,-1
8Dkj0yUv6qOg5uIODCSUK4v21jCmGp7WGC399j0/RqE=,184250,786|958,Eric Chung,安東尼．利奧波德．德佛札克,,-1
lKEeXU2qudQfpzfZ0c0AiSlRimwWff+jGNhoHgP0P6c=,261564,940|1152,Nature Meditation Academy,Marco Rinaldo,,-1
gOG0fhOhxqMIFqJfCb+tHv4BBeCl38un7gNbHfsFsHI=,333349,940,Academia de Música del Sueño,Neuromancer,,-1
WqI1qLGzbPSkyn9YJK+vHYxuXPbdf593gRVRmvfHICY=,241441,139,Keri Hilson,N. Hills| E. Dean| M. Araica,,52
T58JpzCR2QSFJnZyldbR5gAAfHeODAkwScli76gqvwI=,245156,465,Loveholic,,,31
yMNVgprynFlh2Zarx7Hhm1TXFYCeTsEmxo1AmCYZj4I=,304483,458,南瓜妮歌迷俱樂部,柯家洋,柯家洋,3
IaZjRXEugqaai4qNCBlQKfDakISBsfiAoxJ/w31H8NM=,192029,2122,Louis Armstrong,,,-1
KIYpXdHqiBufz/HJz4voq29iRfaiiQA6n3yL3SXeLN8=,182415,2022,ACIDMAN,Nobuo Ooki,,17
lLSbJzjoLRPqU6kEVVddnefCrz9EAwqqvb7ZAcDjwEk=,199830,465,西村由紀江,Nishimura Yukie,Nishimura Yukie,-1
lfdEXrneroB1AgTecTreD2dZke2xR+H3XOaEN0yJGxc=,143777,2130,Howlin' Wolf,Willie Dixon,,52
yMO5SoJEF+HXxfvAqDLl2dLhiFaTCIdeDXrOdBWQPIQ=,248999,465,王識賢,,,10
2vWu9eOf3heFbqPSY1BJXLNeOCeZ9jjInby3jIH2Xnc=,234240,465,鄭華娟,Cheng Hua-Jiuan,Cheng Hua-Jiuan,3
QVMASWqNebR5+lvnhqGq6N7NagBaR7i7MODtJcb54u4=,258113,465,畢書盡 (Bii),Bii,Bii,3
gbLG6rvA6t6nsIkUoz4MFURc+ebSvXpd2NVKug0fnPw=,203500,465,Boyce Avenue,,,52
+JyxCoEb1tE6ppukBntU7CzI/bYWBMP5jSdsC69JQz8=,261503,921,霹靂布袋戲劇集原聲帶,,,10
Wfe8lalPCfgfAVd64LgbVgTyE+qtVt3ngtIcVJRq3ig=,269165,2022,Blue October,,,52
UdeSLJwRQkPRN7mzZWnBygPHFLiuoyTY96KWorzEQdU=,248999,465,順子 (Shunza),,,3
6an8XMvkzRk+BHqxGnDRi+h7TiDIYFsKodWs2a0mLwU=,311658,465,Oasis,,,52
vXK+/C8GovS3yNAL6I7DFZX0RQfXJq2FRDAsHpCFhCg=,272195,465|1259,Ludacris Presents & Disturbing Tha Peace,Craig S. Lawson| Chris Bridges| Michael Lawrence Tyler| Bobby Sandamanie,,52
v6Z/cWGRrZdRCnzWN7NTI476GrXSNLsmxckH51D6MkY=,176610,726,謝欣芷+黃靜雅,,,-1
ZR93tk/LsaibSbejaU0h1nbghHznXTaqkRUtKOk3TTU=,203651,465,Kylie Minogue,Beatrice Hatherley| Stuart Price,,52
JX9klucgADUZkm2imQQ8aWHIa6+jZ/VrQNp1Gogq/2M=,274877,465,刀郎,刀郎 ,刀郎 ,3
DGKcw6/qvO0KSy2ayYtIrSZMBgDVhFZeOhtcgqdwGaQ=,204985,2022,The Pretty Reckless,Taylor Momsen| Ben Phillips,,52
NzOHRD3bWCmtuOf3n+a/oWCWK7aOcFUyGUf5WPEBjUc=,234753,921,『我鄰居是EXO』OST,KANG MIN KOOK/KIM JIN HOON,KANG MIN KOOK/KIM JIN HOON,31
+/P+bLUbLEOvav5ib7cjZFWNCjm8VB1ezJbdLlMjbX8=,221889,359,Tove Lo,Tove Lo| Ludvig Söderberg| Jakob Jerlström,,52
VaYpi7GsVJD6DecyKUAARSbRiZrwyyrkC06oNkO6Tas=,249521,465,Namie Amuro (安室奈美恵),SKY BEATZ/FAST LANE/ERIN REED/TENESHA BLACKS/Emyli/Miss-art,SKY BEATZ/FAST LANE/ERIN REED/TENESHA BLACKS/Emyli/Miss-art,17
0LolqaX/yTA2pAKDApaVSO/EwqwHfNDDc9qK75N9Hb8=,301871,465,張國榮 (Leslie Cheung),,,3
5OeeK05gD5qWmJL4Cwr+eaOUBf0HCeBiyGxcYut9Ncg=,359653,2022,Bruce Springsteen,Bruce Springsteen,Bruce Springsteen,52
0Ft3rCMXmsp8/AqNVxWPLBJ1hedzczq45uyRVUQooqw=,299572,465,順子 (Shunza),,,52
jLAWJorrUupl112JqF45WZGgMoo/AtxghI1p28MZxyU=,256104,359,Merchandise,Carson Cox| David Vassalotti| Patrick Brady,,52
y/JBJFPhRCwkko2Zacp/wfG8NYq4scNUdEBfoew6wuE=,288809,465,李日詹,沈成庭,許世昌,3
2/H+G4cslTs98HABKPPKJr+LBuugHGDFY7jKym4AXQo=,212281,1011,Carrie Underwood,凱莉安德伍|Kelley Lovelace|Ashley Gorley,凱莉安德伍|Kelley Lovelace|Ashley Gorley,52
seeJf3i9HK52p90tl0tzRfpKov22nFKJH6lmcs+GpSY=,297900,465,証聲音樂圖書館 ECHO MUSIC,Stax| Swae,,52
IWvRHU3Vp+WcdcJMCQl6K/J87sxPofApsKmDFYBKKRk=,245498,2022,Parkway Drive,,,52
AsMbnFq2OolXDBZLUKWsjv4o4MgTb4DtTOKFIFfcayA=,233639,465,Tei,,,31
v4DLXSj+GlaOryrz+YnyhGO13eZGOMsHDHx3lExmBUY=,244645,893,God Help The Girl,Stuart Murdoch,,52
9hJdN4lLeajiEeW3dtMl55ICB+WRrU+WexuUOU51TVw=,266565,465,KT Tunstall,KT Tunstall,,52
RPCU9xFpC9lMQt1ofYd8igiTV0mjgHdAOdscJ5bDyCU=,274506,465,Various Artists,Davy Chan,Lin Xi,3
wkngXHmQdqm3AOiKAgRblKXjSD2ACpbc6KjrJR7Hfh8=,266762,437,大原櫻子,亀田誠治,大原櫻子／亀田誠治,17
Vubh0KA3t1tP/7/H2XxTDwhcPIVlPf/dRWmms1mN7Uo=,273214,465,鄭秀文 (Sammi Cheng),C Y Kong,Liao Ying-Ru| Yin Kui,24
QfjbYWtyPM4950oPkMuCz8Hxto49QTCeqIMnIvxdIMc=,251239,1609,Caravan Palace,Toustou| Delaporte| Payen| Vial,Toustou| Delaporte| Payen| Vial,52
9QxkAGs2hQG6RZtlniIGc6b2MHkzR8sj22dWIGBox5g=,272404,465,張震嶽,張震嶽,張震嶽,3
y4N4lMG7ZQTo4bsPIL6kfOumDrL4c6M2jgJiebZWGdk=,281240,1609,Tiësto,,,52
TTW+RDkqoir3H8+FxzmuWVt8MkN/3NI3QL1WsYquC7c=,171781,921,來自紅花坂 電影原聲大碟,,,17
sFkInj5xkOKwDwodD5bkVv3vtTzEUNBoY60OVBOY9AE=,160078,958,歌劇名曲點播100首,莫札特,,-1
rDfkhxuQvAtZakuPuOR3gDez2nkYdJvdRuftmQF9Z3E=,242602,465,Julie Zorrilla,,,52
YCprszU37P9++cA/FJENSSRBV+Ro3juglbd64YTXYL0=,212845,1259,Jadakiss,J. Philips| P. Williams| C. Hugo,,-1
/skua81r7pCgETY+d9sVCwmhXVFRlkg009LUgOyNH5Q=,253074,465,動力火車 (Power Station),,,3
yy/u1okQuHrqKNkAyQmZnReYqg0q4EVHVZbniTR5iPM=,256104,465,LiSA,,,17
71cVaBdKrj3ksoc1Jjttl9R2WG3yABzdwqEJfxfqmGA=,195500,465,梵谷之愛,,,52
rhcJ2FD5cwjJVIWDpL/BVfoc5am+AMq1EmcWCyv5pKM=,202478,1572|275,Teamheadkick,,,52
KOtOjpX+dAv8t5Cw/duH/3cQu6lBLOgFCFrfRNkVvsk=,240001,2122,Pat Coil,Scott Wiseman,,-1
4fmKQ8b8Ss6xEhKuIvJxiAsYgQb0HfItTsXDPDS/zyA=,222250,444,Apink,Lee Ho Yang| Kupa,,31
eE/n+X+T+hhktR7vBblc1LAtZZhh/GD9s2Sc8fgXZrw=,266240,2122,Coco d' Or (ココドール),,,17
48u+yQ6q4D80QCdHBNHn0Q0jxI8Rj5hB1OOTTWTondw=,337920,465,Various Artists,,,3
QvsJOMuYzP/x3YLUrdnTTL7lUyKZOmGwr4Xiy2Z5+vg=,175020,465,純愛西洋對唱情歌CV,,,52
Xq9fnBUaprwc2OCfXPKOf8goc3JxNQDxcZxx3t1AqPE=,336770,465,陳綺貞 (Cheer Chen),,,3
5dhB+k3cNka9wYrq6vwIjhxasPxigswzCxqXPFYCOxc=,254746,465,尚雯婕,曲 ：尚雯婕,詞：姚若龍,3
QvXHAOxih86kNvbKdkirvnTdAIZ5QdodxNQa5mGlNoc=,259413,465,林夕字傳,Kah Beng Tan,,24
DpPb6tHdRqWt+Gu7LciFQpTy5NUVxr1z1fzDxWxpbRk=,233221,465,吳若希 (Jinny Ng),張家誠,張美賢,24
YNvKKl9JlBK0ApWI7uiTp2+gT8E6Ydd66yoV+6mnlVI=,255512,921,Wreck-It Ralph,Henry Jackman| Matthew Margeson,,52
xYgvQsEeeXVZLq9hOyH2JYFNmrj3V/hSy9leMccMygk=,257786,958,Andrea Bocelli,,,52
u0nN1+pajaoaOkUTt4kIfpdiSPvSZaLptdBr8EsItkg=,250032,465,Across The Universe,John Lennon| Paul McCartney,,52
fukuSD8Jk8XGBXV96SDJ3R35SE2lCk/uCYT7Ob5kbiM=,240048,465,Puff Nation Superman Cypher 超人接力,賴慈泓|  RPG| 三小湯| BR| 懂伯,賴慈泓|  RPG| 三小湯| BR| 懂伯,3
re6OgQ9HkaMl/8EFOr6yUXcCCmHWx4S0j9v+KMo/XYs=,371983,947,洪億展,洪億展,洪億展,-1
JPglQ+8nhlux5fvZVvDM884mlWe0Nuur97gUUS9zbOI=,236843,465,Macy Gray,,,52
sJbzYhPIUkwuCVhxlPLKZZ/pdOQWiQvbzA96Hy1jj6g=,186932,465,梁靜茹 (Fish Leong),狗毛,狗毛,3
6utEuwqNAPUkbsM99dcrgmkJV9k6aBxpOkcbBXHCk8I=,377927,465,Aerosmith,,,52
9JSCDGTO7C+UwEweom8TwPw1ht4AqQJoUQ1kp5mNshE=,196440,437,AOA,Brave Brother| Cha Kun| Mr.Kang,,17
jbarmWxQuvkDZhcNtkigXD8HGdhXLxnmVj5pmHBhmbc=,195823,437,Ikimonogakari (いきものがかり),Yoshiki Mizuno,Yoshiki Mizuno,17
g0jP5lxmTYmWc0spF4/KEbNy0RxKsMXHZ4kDKPUaZTY=,241673,139|125|109,Donell Jones,,,52
fnsRGnkORzc6OgipPmAAp1zHGMOy/KYRNHVwRrmiHWA=,229180,465,Kalafina,,,17
EVwgELboCb6/ErJfcbP/tabbP4BL/tyrRZmNlYoHY0M=,209537,465,鄧麗君 (Teresa Teng),Ji Tian Zuo,,3
6xiUtytTTZYHrFkaZcIt6OElpa7vamlL5drDZWpeXPk=,367339,465,2nd II None,,,52
o15ZulMG9OedYQ1iOgcMH9bpE2/Qrr/HW2jWVlFbUwI=,213809,2122,Natalie Cole,David Wheat| William Loughborough,,-1
gtN7/nkGyPPfJ3zIVAzUqn9twALW8Z6DaGNB9AtSbyk=,257671,465,พลอยชมพู (Ploychompoo),สุวัธชัย  สุทธิรัตน์,เผ่าพันธุ์  อมตะ,45
8rkv/dgvJem3QnmXd2gVPEPwfyyGqNgIbAr/4srA+sk=,222772,465,七郎,,,10
8xasBR2y8cVEvl40oTwCHD1PR058grol/euzR4Lyhdc=,252672,458,大支 (Dwagie),大支,大支,3
dEkKcHJKDxTowQyf7zuk+XHYVyCl1VkxMz4D/h1rLmQ=,268966,1609|2107,Imogen Heap,Imogen Heap,Imogen Heap,52
QKL4J0XG7//c7/teWGp9qv90MbQvzwg4lN3NEzc9PZ4=,184982,430,Lucy Rose,Lucy Rose,Lucy Rose,52
1tglQNjATW3k+hS9I+ci2lz3QTlY6foRp5jcfLbp9rc=,220961,465,Allison Iraheta,Toby Gad| Elyssa James,,52
WJciz+3uAoCNhj7BUilBTEucHvMG//IOVvwxdu7yDHs=,263105,465,Various Artists,光良,張天成,3
tccKh3HRqdpcgU0OnHnDSdGpGTAZJXPLO3ZlgH4/1dk=,273580,458,羽泉 (Yu Quan),羽·泉,文雅,3
a24lSfMp16HglvfmXT+CxuJjqSjD+8Tb7JDDIM1Zy4Y=,288914,465,王傑 (Dave Wang),Chi-Yi| Guo Zhi-Yi| Kuo,Chi-Yi| Guo Zhi-Yi| Kuo,3
9Q3zSndT+4Rax4MqGNiqu6124X/MLk6i2hVjHP7lryU=,203755,465,Paolo Nutini,,,52
7V0b6PrVuhyFp03WaWh/yGfRA/pVXhMiPPWR1+kQSPM=,366481,465|798,羅文 (Roman Tam),姚敏,陳蝶衣,3
3BZYaL0fr+GuMspo9UhflQgDBWEvQI2gRkGxLHq3XNk=,303810,2122,Gretchen Parlato,,,-1
Ln5f8MOibSZPw36R9J8I4AWRP9ZeMzIRQtutC0iw4OE=,177005,465,S.H.E,,,3
wIKYaUOFimtKHxzMG56qxkDEh6TR+DCQBEw/A3mzXn4=,289971,2122,Kate McGarry,,,-1
ARfLpHARiN3ZeQhzUd59x7O+HwqrruKSROM6iiwuIAY=,245527,1609,Maxi Kingdom,,,-1
cw8BVL52iPATYOy6ISsCjxj/aPPFdf/SnK18zvDU+qc=,221413,458,古小偉,林樂偉,古小偉,3
iQICQRUERXwM/bD2D9PIZTTnxVfIzaoyRXYG2Adj3U4=,283898,465,楊乃文 (Naiwen Yang),吳青峰,吳青峰,3
oRERk/X0PL0DoEhQdaElrZopSIrtII1PjY9AYbmqd8I=,185652,242,OKDAL,,,-1
gQhExMoXvP8wBSr3jjjkzPkvIGDij2/gGDl9iJGsCLQ=,203859,465,Daya,,,52
kksLZFpsCxk7gbABfNP+4DKz+Bk9z4ZmNvDKEG+595w=,230945,465,Sheppard,,,52
ff6bIepzwXDuuYm1OxoyBZQpf77m2uuVc9isoW6DXYU=,256836,465|1259,亞力維新 (Asian Power),Shadow、Roger,Shadow、Roger,3
YnnmieWQUQb1nIh5goTWBT295sQ56EM78+FKajhXDiE=,275992,465,陶喆 (David Tao),陶喆,陶喆+娃娃,3
